hl,hls,hlsh,date,ts,ds,icon,desc,temp,templow,baro,wind,wd,hum
,,,1462860000000,06:00,"Tuesday, 10 5 2016, 06:00 — 12:00",2,Rain showers. Fog.,37,31,1008,13,90,42
,,,1462881600000,12:00,"Tuesday, 10 5 2016, 12:00 — 18:00",2,Partly cloudy.,38,37,1004,11,140,36
,,,1462903200000,18:00,"Tuesday, 10 5 2016, 18:00 — 00:00",14,Overcast.,33,31,1006,7,50,48
true,"Wed, 11 5",11 5,1462924800000,00:00,"Wednesday, 11 5 2016, 00:00 — 06:00",22,Heavy rain. Passing clouds.,25,24,1007,3,160,92
,,,1462946400000,06:00,"Wednesday, 11 5 2016, 06:00 — 12:00",3,Scattered clouds.,33,27,1008,5,90,56
,,,1462968000000,12:00,"Wednesday, 11 5 2016, 12:00 — 18:00",1,Partly cloudy.,38,36,1003,13,110,40
,,,1462989600000,18:00,"Wednesday, 11 5 2016, 18:00 — 00:00",13,Light rain. Mostly cloudy.,33,30,1003,6,50,60
true,"Thu, 12 5",12 5,1463011200000,00:00,"Thursday, 12 5 2016, 00:00 — 06:00",13,Light rain. Mostly cloudy.,29,27,1004,0,0,76
,,,1463032800000,06:00,"Thursday, 12 5 2016, 06:00 — 12:00",1,Partly cloudy.,37,31,1004,3,140,50
,,,1463054400000,12:00,"Thursday, 12 5 2016, 12:00 — 18:00",3,Light rain. Partly cloudy.,40,40,1000,10,320,30
,,,1463076000000,18:00,"Thursday, 12 5 2016, 18:00 — 00:00",13,Broken clouds.,34,33,1000,6,200,48
true,"Fri, 13 5",13 5,1463097600000,00:00,"Friday, 13 5 2016, 00:00 — 06:00",3,Scattered clouds.,28,28,1000,0,0,68
,,,1463119200000,06:00,"Friday, 13 5 2016, 06:00 — 12:00",1,Partly cloudy.,39,34,1002,9,270,32
,,,1463140800000,12:00,"Friday, 13 5 2016, 12:00 — 18:00",6,Mostly cloudy.,41,41,997,4,90,25
,,,1463162400000,18:00,"Friday, 13 5 2016, 18:00 — 00:00",17,Broken clouds.,35,33,1001,6,230,38
true,"Sat, 14 5",14 5,1463184000000,00:00,"Saturday, 14 5 2016, 00:00 — 06:00",14,Mostly cloudy.,32,28,1002,0,0,50
,,,1463205600000,06:00,"Saturday, 14 5 2016, 06:00 — 12:00",1,Partly cloudy.,39,32,1003,2,70,38
,,,1463227200000,12:00,"Saturday, 14 5 2016, 12:00 — 18:00",1,Partly cloudy.,41,41,1001,6,320,24
,,,1463248800000,18:00,"Saturday, 14 5 2016, 18:00 — 00:00",14,Scattered showers. Partly sunny.,34,33,1002,0,0,52
true,"Sun, 15 5",15 5,1463270400000,00:00,"Sunday, 15 5 2016, 00:00 — 06:00",1,Light snow. Overcast.,28,28,1003,0,0,56
,,,1463292000000,06:00,"Sunday, 15 5 2016, 06:00 — 12:00",1,Partly cloudy.,41,34,1004,6,270,28
,,,1463313600000,12:00,"Sunday, 15 5 2016, 12:00 — 18:00",2,Partly cloudy.,42,41,1001,6,340,24
,,,1463335200000,18:00,"Sunday, 15 5 2016, 18:00 — 00:00",13,Rain. Fog.,35,32,1002,0,0,46
true,"Mon, 16 5",16 5,1463356800000,00:00,"Monday, 16 5 2016, 00:00 — 06:00",1,Light snow. Overcast.,27,27,1001,0,0,60
,,,1463378400000,06:00,"Monday, 16 5 2016, 06:00 — 12:00",1,Partly cloudy.,40,34,1002,6,320,28
,,,1463400000000,12:00,"Monday, 16 5 2016, 12:00 — 18:00",1,Partly cloudy.,43,42,998,15,290,17
,,,1463421600000,18:00,"Monday, 16 5 2016, 18:00 — 00:00",14,Mostly cloudy.,37,33,998,6,180,30
true,"Tue, 17 5",17 5,1463443200000,00:00,"Tuesday, 17 5 2016, 00:00 — 06:00",14,Scattered showers. Partly sunny.,32,30,999,2,270,44
,,,1463464800000,06:00,"Tuesday, 17 5 2016, 06:00 — 12:00",1,Partly cloudy.,40,34,1000,9,270,31
,,,1463486400000,12:00,"Tuesday, 17 5 2016, 12:00 — 18:00",1,Partly cloudy.,43,42,996,18,320,18
,,,1463508000000,18:00,"Tuesday, 17 5 2016, 18:00 — 00:00",13,Light rain. Mostly cloudy.,37,31,996,3,320,39
true,"Wed, 18 5",18 5,1463529600000,00:00,"Wednesday, 18 5 2016, 00:00 — 06:00",1,Light snow. Overcast.,27,27,997,0,0,56
,,,1463551200000,06:00,"Wednesday, 18 5 2016, 06:00 — 12:00",1,Partly cloudy.,42,35,998,10,290,28
,,,1463572800000,12:00,"Wednesday, 18 5 2016, 12:00 — 18:00",1,Partly cloudy.,43,43,995,17,320,18
,,,1463594400000,18:00,"Wednesday, 18 5 2016, 18:00 — 00:00",13,Rain. Fog.,36,32,996,0,0,46
true,"Thu, 19 5",19 5,1463616000000,00:00,"Thursday, 19 5 2016, 00:00 — 06:00",1,Light snow. Overcast.,29,29,998,7,90,58
,,,1463637600000,06:00,"Thursday, 19 5 2016, 06:00 — 12:00",1,Partly cloudy.,39,33,1000,17,90,50
,,,1463659200000,12:00,"Thursday, 19 5 2016, 12:00 — 18:00",1,Partly cloudy.,42,42,995,10,90,34
,,,1463680800000,18:00,"Thursday, 19 5 2016, 18:00 — 00:00",13,Broken clouds.,35,35,997,6,50,51
true,"Fri, 20 5",20 5,1463702400000,00:00,"Friday, 20 5 2016, 00:00 — 06:00",13,Rain. Fog.,33,32,1024,12,90,60
,,,1463724000000,06:00,"Friday, 20 5 2016, 06:00 — 12:00",1,Partly cloudy.,38,33,998,9,110,54
,,,1463745600000,12:00,"Friday, 20 5 2016, 12:00 — 18:00",1,Partly cloudy.,41,40,993,7,90,40
,,,1463767200000,18:00,"Friday, 20 5 2016, 18:00 — 00:00",13,Broken clouds.,36,35,994,2,140,54
true,"Sat, 21 5",21 5,1463788800000,00:00,"Saturday, 21 5 2016, 00:00 — 06:00",1,Broken clouds.,31,31,996,11,140,61
,,,1463810400000,06:00,"Saturday, 21 5 2016, 06:00 — 12:00",1,Partly cloudy.,38,32,996,9,140,52
,,,1463832000000,12:00,"Saturday, 21 5 2016, 12:00 — 18:00",1,Partly cloudy.,41,40,993,9,70,42
,,,1463853600000,18:00,"Saturday, 21 5 2016, 18:00 — 00:00",13,Broken clouds.,36,33,994,8,90,54
true,"Sun, 22 5",22 5,1463875200000,00:00,"Sunday, 22 5 2016, 00:00 — 06:00",13,Rain. Fog.,31,31,995,11,90,62
,,,1463896800000,06:00,"Sunday, 22 5 2016, 06:00 — 12:00",1,Partly cloudy.,38,32,998,8,140,54
,,,1463918400000,12:00,"Sunday, 22 5 2016, 12:00 — 18:00",1,Partly cloudy.,42,41,993,7,90,38
,,,1463940000000,18:00,"Sunday, 22 5 2016, 18:00 — 00:00",14,Partly cloudy.,38,35,995,6,50,52
true,"Mon, 23 5",23 5,1463961600000,00:00,"Monday, 23 5 2016, 00:00 — 06:00",14,Mostly cloudy.,34,32,997,6,140,53
,,,1463983200000,06:00,"Monday, 23 5 2016, 06:00 — 12:00",2,Rain showers. Fog.,37,34,999,12,50,43
,,,1464004800000,12:00,"Monday, 23 5 2016, 12:00 — 18:00",3,Light rain. Partly cloudy.,41,27,998,20,140,52
,,,1464026400000,18:00,"Monday, 23 5 2016, 18:00 — 00:00",22,Light freezing rain. Scattered clouds.,30,24,997,27,110,65
true,"Tue, 24 5",24 5,1464048000000,00:00,"Tuesday, 24 5 2016, 00:00 — 06:00",36,No weather data available,,,0,0,0,0
,,,1464069600000,06:00,"Tuesday, 24 5 2016, 06:00 — 12:00",2,Snow showers. Ice fog.,32,32,1001,9,110,56
,,,1464091200000,12:00,"Tuesday, 24 5 2016, 12:00 — 18:00",3,Light rain. Partly cloudy.,35,35,998,6,160,43
,,,1464112800000,18:00,"Tuesday, 24 5 2016, 18:00 — 00:00",17,Broken clouds.,33,30,998,3,50,62
true,"Wed, 25 5",25 5,1464134400000,00:00,"Wednesday, 25 5 2016, 00:00 — 06:00",14,Scattered clouds.,29,28,998,0,0,74
,,,1464156000000,06:00,"Wednesday, 25 5 2016, 06:00 — 12:00",7,Partly sunny.,37,29,998,6,230,54
,,,1464177600000,12:00,"Wednesday, 25 5 2016, 12:00 — 18:00",2,Rain showers. Fog.,38,29,994,14,340,48
,,,1464199200000,18:00,"Wednesday, 25 5 2016, 18:00 — 00:00",17,Partly sunny.,30,29,996,5,270,57
true,"Thu, 26 5",26 5,1464220800000,00:00,"Thursday, 26 5 2016, 00:00 — 06:00",14,Overcast.,29,27,998,0,0,66
,,,1464242400000,06:00,"Thursday, 26 5 2016, 06:00 — 12:00",1,Partly cloudy.,37,30,999,91,180,53
,,,1464264000000,12:00,"Thursday, 26 5 2016, 12:00 — 18:00",2,Partly cloudy.,38,38,996,15,290,38
,,,1464285600000,18:00,"Thursday, 26 5 2016, 18:00 — 00:00",13,Rain. Fog.,35,33,998,0,0,54
true,"Fri, 27 5",27 5,1464307200000,00:00,"Friday, 27 5 2016, 00:00 — 06:00",14,Mostly cloudy.,32,32,998,3,270,58
,,,1464328800000,06:00,"Friday, 27 5 2016, 06:00 — 12:00",2,Mostly cloudy.,40,34,1000,11,320,32
,,,1464350400000,12:00,"Friday, 27 5 2016, 12:00 — 18:00",7,Overcast.,41,40,998,21,270,24
,,,1464372000000,18:00,"Friday, 27 5 2016, 18:00 — 00:00",14,Light rain. Partly cloudy.,37,34,998,5,290,38
true,"Sat, 28 5",28 5,1464393600000,00:00,"Saturday, 28 5 2016, 00:00 — 06:00",1,Broken clouds.,32,32,999,6,270,48
,,,1464415200000,06:00,"Saturday, 28 5 2016, 06:00 — 12:00",1,Partly cloudy.,38,35,1000,19,270,40
,,,1464436800000,12:00,"Saturday, 28 5 2016, 12:00 — 18:00",3,Mixture of precip. Passing clouds.,41,41,996,18,40,14
,,,1464458400000,18:00,"Saturday, 28 5 2016, 18:00 — 00:00",14,Light rain. Partly cloudy.,37,28,998,4,50,52
true,"Sun, 29 5",29 5,1464480000000,00:00,"Sunday, 29 5 2016, 00:00 — 06:00",9,Fog.,25,25,999,11,230,79
,,,1464501600000,06:00,"Sunday, 29 5 2016, 06:00 — 12:00",6,Passing clouds.,32,28,1002,11,140,60
,,,1464523200000,12:00,"Sunday, 29 5 2016, 12:00 — 18:00",1,Partly cloudy.,36,35,999,13,140,53
,,,1464544800000,18:00,"Sunday, 29 5 2016, 18:00 — 00:00",14,Overcast.,31,28,1000,13,250,64
true,"Mon, 30 5",30 5,1464566400000,00:00,"Monday, 30 5 2016, 00:00 — 06:00",14,Light rain. Mostly cloudy.,25,25,999,17,140,88
,,,1464588000000,06:00,"Monday, 30 5 2016, 06:00 — 12:00",22,Snow flurries. Ice fog.,26,23,1005,6,230,94
,,,1464609600000,12:00,"Monday, 30 5 2016, 12:00 — 18:00",6,Light snow. Overcast.,32,29,1002,10,340,55
,,,1464631200000,18:00,"Monday, 30 5 2016, 18:00 — 00:00",13,Light rain. Mostly cloudy.,27,26,1003,0,0,78
true,"Tue, 31 5",31 5,1464652800000,00:00,"Tuesday, 31 5 2016, 00:00 — 06:00",14,Light rain. Mostly cloudy.,25,25,1002,0,0,89
,,,1464674400000,06:00,"Tuesday, 31 5 2016, 06:00 — 12:00",6,Passing clouds.,36,29,1003,6,290,58
,,,1464696000000,12:00,"Tuesday, 31 5 2016, 12:00 — 18:00",3,Light rain. Partly cloudy.,37,37,1001,11,290,44
,,,1464717600000,18:00,"Tuesday, 31 5 2016, 18:00 — 00:00",14,Overcast.,32,30,1003,13,250,54
