hl,hls,hlsh,date,ts,ds,icon,desc,temp,templow,baro,wind,wd,hum
true,"Tue, 1 Mar",1 Mar,1456790400000,00:00,"Tuesday, 1 3 2016, 00:00 — 06:00",14,Rain. Overcast.,17,16,1016,0,0,90
,,,1456812000000,06:00,"Tuesday, 1 3 2016, 06:00 — 12:00",9,Rain. Overcast.,29,17,1018,2,110,70
,,,1456833600000,12:00,"Tuesday, 1 3 2016, 12:00 — 18:00",2,Rain. Low clouds.,30,29,1013,2,320,42
,,,1456855200000,18:00,"Tuesday, 1 3 2016, 18:00 — 00:00",14,Scattered clouds.,23,19,1015,0,0,76
true,"Wed, 2 Mar",2 Mar,1456876800000,00:00,"Wednesday, 2 3 2016, 00:00 — 06:00",14,Rain. Overcast.,16,16,1015,0,0,94
,,,1456898400000,06:00,"Wednesday, 2 3 2016, 06:00 — 12:00",9,Scattered clouds.,29,17,1016,2,180,66
,,,1456920000000,12:00,"Wednesday, 2 3 2016, 12:00 — 18:00",1,Overcast.,32,31,1013,4,230,38
,,,1456941600000,18:00,"Wednesday, 2 3 2016, 18:00 — 00:00",13,Partly sunny.,23,20,1015,0,0,74
true,"Thu, 3 Mar",3 Mar,1456963200000,00:00,"Thursday, 3 3 2016, 00:00 — 06:00",14,Scattered clouds.,18,18,1016,0,0,85
,,,1456984800000,06:00,"Thursday, 3 3 2016, 06:00 — 12:00",36,No weather data available,,,0,0,0,0
,,,1457006400000,12:00,"Thursday, 3 3 2016, 12:00 — 18:00",1,Overcast.,33,30,1012,9,320,38
,,,1457028000000,18:00,"Thursday, 3 3 2016, 18:00 — 00:00",13,Partly sunny.,23,23,1012,0,0,70
true,"Fri, 4 Mar",4 Mar,1457049600000,00:00,"Friday, 4 3 2016, 00:00 — 06:00",36,No weather data available,,,0,0,0,0
,,,1457071200000,06:00,"Friday, 4 3 2016, 06:00 — 12:00",3,,30,30,1014,7,270,43
,,,1457092800000,12:00,"Friday, 4 3 2016, 12:00 — 18:00",1,Partly sunny.,34,32,1010,6,20,28
,,,1457114400000,18:00,"Friday, 4 3 2016, 18:00 — 00:00",17,Scattered clouds.,23,23,1013,9,320,55
true,"Sat, 5 Mar",5 Mar,1457136000000,00:00,"Saturday, 5 3 2016, 00:00 — 06:00",17,Scattered clouds.,21,20,1012,8,340,66
