hl,hls,hlsh,date,ts,ds,icon,desc,temp,templow,baro,wind,wd,hum
true,"Fri, 1 Apr",1 Apr,1459468800000,00:00,"Friday, 1 4 2016, 00:00 — 06:00",14,Low clouds.,27,26,1010,7,10,81
,,,1459490400000,06:00,"Friday, 1 4 2016, 06:00 — 12:00",2,Light rain. More clouds than sun.,32,26,1011,10,40,67
,,,1459512000000,12:00,"Friday, 1 4 2016, 12:00 — 18:00",1,Rain showers. Fog.,32,30,1008,16,280,62
,,,1459533600000,18:00,"Friday, 1 4 2016, 18:00 — 00:00",14,Rain. Fog.,28,27,1010,11,320,80
true,"Sat, 2 Apr",2 Apr,1459555200000,00:00,"Saturday, 2 4 2016, 00:00 — 06:00",14,Rain. Fog.,27,26,1010,10,310,82
,,,1459576800000,06:00,"Saturday, 2 4 2016, 06:00 — 12:00",3,Low clouds.,31,26,1011,10,260,73
,,,1459598400000,12:00,"Saturday, 2 4 2016, 12:00 — 18:00",3,Low clouds.,31,29,1009,17,280,67
,,,1459620000000,18:00,"Saturday, 2 4 2016, 18:00 — 00:00",14,Low clouds.,29,28,1011,13,290,80
true,"Sun, 3 Apr",3 Apr,1459641600000,00:00,"Sunday, 3 4 2016, 00:00 — 06:00",14,Low clouds.,28,26,1011,9,320,80
,,,1459663200000,06:00,"Sunday, 3 4 2016, 06:00 — 12:00",3,Low clouds.,31,26,1012,7,270,77
,,,1459684800000,12:00,"Sunday, 3 4 2016, 12:00 — 18:00",3,Low clouds.,31,30,1010,17,280,67
,,,1459706400000,18:00,"Sunday, 3 4 2016, 18:00 — 00:00",14,Low clouds.,30,28,1012,12,300,71
true,"Mon, 4 Apr",4 Apr,1459728000000,00:00,"Monday, 4 4 2016, 00:00 — 06:00",14,Rain. Fog.,28,27,1010,6,310,80
,,,1459749600000,06:00,"Monday, 4 4 2016, 06:00 — 12:00",2,Mostly cloudy.,31,27,1011,6,270,76
,,,1459771200000,12:00,"Monday, 4 4 2016, 12:00 — 18:00",2,,32,31,1008,17,300,66
,,,1459792800000,18:00,"Monday, 4 4 2016, 18:00 — 00:00",14,Low clouds.,32,28,1009,15,310,65
true,"Tue, 5 Apr",5 Apr,1459814400000,00:00,"Tuesday, 5 4 2016, 00:00 — 06:00",14,Low clouds.,28,27,1009,9,320,76
,,,1459836000000,06:00,"Tuesday, 5 4 2016, 06:00 — 12:00",6,Frigid.,29,27,1011,9,240,77
,,,1459857600000,12:00,"Tuesday, 5 4 2016, 12:00 — 18:00",2,Mostly cloudy.,31,29,1008,19,270,72
,,,1459879200000,18:00,"Tuesday, 5 4 2016, 18:00 — 00:00",14,Chilly.,29,28,1010,13,300,74
true,"Wed, 6 Apr",6 Apr,1459900800000,00:00,"Wednesday, 6 4 2016, 00:00 — 06:00",14,Chilly.,28,27,1010,5,310,72
,,,1459922400000,06:00,"Wednesday, 6 4 2016, 06:00 — 12:00",3,Low clouds.,31,27,1011,7,270,64
,,,1459944000000,12:00,"Wednesday, 6 4 2016, 12:00 — 18:00",3,Low clouds.,32,30,1010,21,270,61
,,,1459965600000,18:00,"Wednesday, 6 4 2016, 18:00 — 00:00",14,Low clouds.,30,28,1011,13,310,67
true,"Thu, 7 Apr",7 Apr,1459987200000,00:00,"Thursday, 7 4 2016, 00:00 — 06:00",14,Low clouds.,28,27,1011,5,340,78
,,,1460008800000,06:00,"Thursday, 7 4 2016, 06:00 — 12:00",3,Strong thunderstorms. Overcast.,33,27,1011,10,70,68
,,,1460030400000,12:00,"Thursday, 7 4 2016, 12:00 — 18:00",1,Scattered showers. Passing clouds.,34,32,1009,16,310,47
,,,1460052000000,18:00,"Thursday, 7 4 2016, 18:00 — 00:00",13,Rain showers. Fog.,32,29,1009,14,340,43
true,"Fri, 8 Apr",8 Apr,1460073600000,00:00,"Friday, 8 4 2016, 00:00 — 06:00",14,Low clouds.,29,27,1010,8,330,69
,,,1460095200000,06:00,"Friday, 8 4 2016, 06:00 — 12:00",1,Cloudy.,36,26,1011,11,330,50
,,,1460116800000,12:00,"Friday, 8 4 2016, 12:00 — 18:00",2,Overcast.,37,34,1008,17,320,26
,,,1460138400000,18:00,"Friday, 8 4 2016, 18:00 — 00:00",14,Low clouds.,35,29,1009,13,330,41
true,"Sat, 9 Apr",9 Apr,1460160000000,00:00,"Saturday, 9 4 2016, 00:00 — 06:00",14,Low clouds.,29,27,1009,8,340,66
,,,1460181600000,06:00,"Saturday, 9 4 2016, 06:00 — 12:00",2,Light rain. Partly sunny.,35,27,1010,10,30,59
,,,1460203200000,12:00,"Saturday, 9 4 2016, 12:00 — 18:00",2,Light rain. More clouds than sun.,35,33,1009,16,300,39
,,,1460224800000,18:00,"Saturday, 9 4 2016, 18:00 — 00:00",14,Low clouds.,33,28,1010,15,310,51
true,"Sun, 10 Apr",10 Apr,1460246400000,00:00,"Sunday, 10 4 2016, 00:00 — 06:00",14,Low clouds.,28,28,1011,8,340,69
,,,1460268000000,06:00,"Sunday, 10 4 2016, 06:00 — 12:00",3,Strong thunderstorms. Overcast.,32,28,1012,9,240,66
,,,1460289600000,12:00,"Sunday, 10 4 2016, 12:00 — 18:00",2,,34,32,1010,21,320,50
,,,1460311200000,18:00,"Sunday, 10 4 2016, 18:00 — 00:00",14,Low clouds.,33,29,1010,15,310,56
true,"Mon, 11 Apr",11 Apr,1460332800000,00:00,"Monday, 11 4 2016, 00:00 — 06:00",14,Low clouds.,29,28,1011,9,320,72
,,,1460354400000,06:00,"Monday, 11 4 2016, 06:00 — 12:00",3,Strong thunderstorms. Overcast.,36,28,1012,11,30,57
,,,1460376000000,12:00,"Monday, 11 4 2016, 12:00 — 18:00",1,Cloudy.,36,34,1010,19,300,39
,,,1460397600000,18:00,"Monday, 11 4 2016, 18:00 — 00:00",14,Chilly.,34,29,1010,14,310,59
true,"Tue, 12 Apr",12 Apr,1460419200000,00:00,"Tuesday, 12 4 2016, 00:00 — 06:00",14,Low clouds.,29,28,1010,9,330,72
,,,1460440800000,06:00,"Tuesday, 12 4 2016, 06:00 — 12:00",3,Low clouds.,35,28,1010,9,340,61
,,,1460462400000,12:00,"Tuesday, 12 4 2016, 12:00 — 18:00",1,Cloudy.,35,34,1008,18,290,45
,,,1460484000000,18:00,"Tuesday, 12 4 2016, 18:00 — 00:00",14,Low clouds.,34,29,1009,16,300,61
true,"Wed, 13 Apr",13 Apr,1460505600000,00:00,"Wednesday, 13 4 2016, 00:00 — 06:00",14,Low clouds.,29,27,1008,6,340,71
,,,1460527200000,06:00,"Wednesday, 13 4 2016, 06:00 — 12:00",3,Low clouds.,32,27,1010,9,0,68
,,,1460548800000,12:00,"Wednesday, 13 4 2016, 12:00 — 18:00",3,Low clouds.,31,31,1007,16,280,67
,,,1460570400000,18:00,"Wednesday, 13 4 2016, 18:00 — 00:00",14,Low clouds.,31,28,1008,14,290,76
true,"Thu, 14 Apr",14 Apr,1460592000000,00:00,"Thursday, 14 4 2016, 00:00 — 06:00",14,Low clouds.,28,27,1008,6,80,79
,,,1460613600000,06:00,"Thursday, 14 4 2016, 06:00 — 12:00",1,Scattered showers. Passing clouds.,34,26,1009,8,260,63
,,,1460635200000,12:00,"Thursday, 14 4 2016, 12:00 — 18:00",3,Strong thunderstorms. Overcast.,33,31,1007,17,290,61
,,,1460656800000,18:00,"Thursday, 14 4 2016, 18:00 — 00:00",14,Low clouds.,32,28,1008,10,290,67
true,"Fri, 15 Apr",15 Apr,1460678400000,00:00,"Friday, 15 4 2016, 00:00 — 06:00",14,Low clouds.,28,27,1008,7,310,79
,,,1460700000000,06:00,"Friday, 15 4 2016, 06:00 — 12:00",3,Low clouds.,32,26,1009,10,260,69
,,,1460721600000,12:00,"Friday, 15 4 2016, 12:00 — 18:00",3,Strong thunderstorms. Overcast.,34,32,1008,16,300,51
,,,1460743200000,18:00,"Friday, 15 4 2016, 18:00 — 00:00",14,Low clouds.,33,28,1009,12,270,70
true,"Sat, 16 Apr",16 Apr,1460764800000,00:00,"Saturday, 16 4 2016, 00:00 — 06:00",14,Low clouds.,28,27,1008,7,310,83
,,,1460786400000,06:00,"Saturday, 16 4 2016, 06:00 — 12:00",3,Low clouds.,31,27,1010,8,90,71
,,,1460808000000,12:00,"Saturday, 16 4 2016, 12:00 — 18:00",3,Strong thunderstorms. Overcast.,32,31,1008,23,280,59
,,,1460829600000,18:00,"Saturday, 16 4 2016, 18:00 — 00:00",14,Low clouds.,31,28,1009,14,280,68
true,"Sun, 17 Apr",17 Apr,1460851200000,00:00,"Sunday, 17 4 2016, 00:00 — 06:00",14,Chilly.,29,27,1008,5,220,75
,,,1460872800000,06:00,"Sunday, 17 4 2016, 06:00 — 12:00",2,Chilly.,32,27,1010,8,250,66
