hl,hls,hlsh,date,ts,ds,icon,desc,temp,templow,baro,wind,wd,hum
true,"Fri, 1 Jul",1 Jul,1467331200000,00:00,"Friday, 1 7 2016, 00:00 — 06:00",19,Rain. Mostly cloudy.,27,25,1002,12,200,95
,,,1467352800000,06:00,"Friday, 1 7 2016, 06:00 — 12:00",33,Rain. Cloudy.,30,26,1003,12,230,92
,,,1467374400000,12:00,"Friday, 1 7 2016, 12:00 — 18:00",18,Light mixture of precip. Overcast.,30,27,1001,14,220,89
,,,1467396000000,18:00,"Friday, 1 7 2016, 18:00 — 00:00",19,Rain. Mostly cloudy.,28,26,1002,15,210,97
true,"Sat, 2 Jul",2 Jul,1467417600000,00:00,"Saturday, 2 7 2016, 00:00 — 06:00",34,Broken clouds.,28,27,1001,18,240,92
,,,1467439200000,06:00,"Saturday, 2 7 2016, 06:00 — 12:00",18,Rain. Mostly cloudy.,28,27,1002,20,230,92
,,,1467460800000,12:00,"Saturday, 2 7 2016, 12:00 — 18:00",19,Heavy snow. Mostly cloudy.,28,25,1002,21,230,96
,,,1467482400000,18:00,"Saturday, 2 7 2016, 18:00 — 00:00",34,Snow. Overcast.,28,26,1002,16,240,93
true,"Sun, 3 Jul",3 Jul,1467504000000,00:00,"Sunday, 3 7 2016, 00:00 — 06:00",34,Snow. Overcast.,28,27,1001,21,220,90
,,,1467525600000,06:00,"Sunday, 3 7 2016, 06:00 — 12:00",33,Thunderstorms. Passing clouds.,30,27,1002,19,240,89
,,,1467547200000,12:00,"Sunday, 3 7 2016, 12:00 — 18:00",18,Light mixture of precip. Overcast.,30,27,1002,18,240,91
,,,1467568800000,18:00,"Sunday, 3 7 2016, 18:00 — 00:00",34,Broken clouds.,28,26,1003,17,230,93
true,"Mon, 4 Jul",4 Jul,1467590400000,00:00,"Monday, 4 7 2016, 00:00 — 06:00",15,Ice fog.,29,28,1002,17,280,93
,,,1467612000000,06:00,"Monday, 4 7 2016, 06:00 — 12:00",6,Clear.,30,28,1004,17,240,87
,,,1467633600000,12:00,"Monday, 4 7 2016, 12:00 — 18:00",18,Rain. Fog.,28,27,1003,16,290,90
,,,1467655200000,18:00,"Monday, 4 7 2016, 18:00 — 00:00",17,Sunny.,28,26,1005,10,230,91
true,"Tue, 5 Jul",5 Jul,1467676800000,00:00,"Tuesday, 5 7 2016, 00:00 — 06:00",17,Sunny.,28,26,1003,10,160,92
,,,1467698400000,06:00,"Tuesday, 5 7 2016, 06:00 — 12:00",6,Clear.,30,27,1004,16,240,89
,,,1467720000000,12:00,"Tuesday, 5 7 2016, 12:00 — 18:00",18,Light mixture of precip. Overcast.,31,27,1003,19,240,85
,,,1467741600000,18:00,"Tuesday, 5 7 2016, 18:00 — 00:00",17,Sunny.,29,26,1005,14,240,88
true,"Wed, 6 Jul",6 Jul,1467763200000,00:00,"Wednesday, 6 7 2016, 00:00 — 06:00",15,Ice fog.,28,26,1003,7,230,94
,,,1467784800000,06:00,"Wednesday, 6 7 2016, 06:00 — 12:00",6,Clear.,29,27,1004,16,240,87
,,,1467806400000,12:00,"Wednesday, 6 7 2016, 12:00 — 18:00",6,Clear.,30,28,1004,19,240,81
,,,1467828000000,18:00,"Wednesday, 6 7 2016, 18:00 — 00:00",15,Ice fog.,29,28,1005,17,250,82
true,"Thu, 7 Jul",7 Jul,1467849600000,00:00,"Thursday, 7 7 2016, 00:00 — 06:00",15,Ice fog.,29,28,1004,17,240,85
,,,1467871200000,06:00,"Thursday, 7 7 2016, 06:00 — 12:00",6,Clear.,29,28,1005,18,240,84
,,,1467892800000,12:00,"Thursday, 7 7 2016, 12:00 — 18:00",6,Mostly cloudy.,30,28,1005,17,250,80
,,,1467914400000,18:00,"Thursday, 7 7 2016, 18:00 — 00:00",15,Ice fog.,29,29,1005,17,240,84
true,"Fri, 8 Jul",8 Jul,1467936000000,00:00,"Friday, 8 7 2016, 00:00 — 06:00",15,Ice fog.,29,28,1005,18,250,86
,,,1467957600000,06:00,"Friday, 8 7 2016, 06:00 — 12:00",6,Mostly cloudy.,29,28,1005,20,250,84
,,,1467979200000,12:00,"Friday, 8 7 2016, 12:00 — 18:00",6,Clear.,29,28,1004,16,260,83
,,,1468000800000,18:00,"Friday, 8 7 2016, 18:00 — 00:00",34,Broken clouds.,29,28,1004,20,250,87
true,"Sat, 9 Jul",9 Jul,1468022400000,00:00,"Saturday, 9 7 2016, 00:00 — 06:00",17,Sunny.,28,27,1003,20,240,87
,,,1468044000000,06:00,"Saturday, 9 7 2016, 06:00 — 12:00",6,Mostly cloudy.,30,28,1003,19,240,84
,,,1468065600000,12:00,"Saturday, 9 7 2016, 12:00 — 18:00",6,Mostly cloudy.,29,29,1002,20,250,84
,,,1468087200000,18:00,"Saturday, 9 7 2016, 18:00 — 00:00",15,Ice fog.,29,28,1003,19,250,82
true,"Sun, 10 Jul",10 Jul,1468108800000,00:00,"Sunday, 10 7 2016, 00:00 — 06:00",15,Ice fog.,29,28,1002,22,250,85
,,,1468130400000,06:00,"Sunday, 10 7 2016, 06:00 — 12:00",6,Mostly cloudy.,29,27,1002,24,240,84
,,,1468152000000,12:00,"Sunday, 10 7 2016, 12:00 — 18:00",6,Mostly cloudy.,29,27,1001,27,250,83
,,,1468173600000,18:00,"Sunday, 10 7 2016, 18:00 — 00:00",34,Broken clouds.,29,28,1003,24,240,84
true,"Mon, 11 Jul",11 Jul,1468195200000,00:00,"Monday, 11 7 2016, 00:00 — 06:00",34,Snow. Overcast.,29,28,1001,25,250,88
,,,1468216800000,06:00,"Monday, 11 7 2016, 06:00 — 12:00",18,Rain. Mostly cloudy.,29,27,1003,24,250,87
,,,1468238400000,12:00,"Monday, 11 7 2016, 12:00 — 18:00",18,Rain. Mostly cloudy.,29,28,1002,23,240,85
,,,1468260000000,18:00,"Monday, 11 7 2016, 18:00 — 00:00",17,Sunny.,29,28,1003,19,250,86
true,"Tue, 12 Jul",12 Jul,1468281600000,00:00,"Tuesday, 12 7 2016, 00:00 — 06:00",15,Ice fog.,28,28,1002,17,250,89
,,,1468303200000,06:00,"Tuesday, 12 7 2016, 06:00 — 12:00",6,Mostly cloudy.,29,27,1003,20,240,86
,,,1468324800000,12:00,"Tuesday, 12 7 2016, 12:00 — 18:00",6,Mostly cloudy.,30,28,1003,19,240,84
,,,1468346400000,18:00,"Tuesday, 12 7 2016, 18:00 — 00:00",17,Sunny.,29,28,1003,19,240,86
true,"Wed, 13 Jul",13 Jul,1468368000000,00:00,"Wednesday, 13 7 2016, 00:00 — 06:00",17,Sunny.,28,25,1003,19,250,90
,,,1468389600000,06:00,"Wednesday, 13 7 2016, 06:00 — 12:00",6,Clear.,30,27,1004,19,240,86
,,,1468411200000,12:00,"Wednesday, 13 7 2016, 12:00 — 18:00",6,Clear.,30,27,1003,22,240,80
,,,1468432800000,18:00,"Wednesday, 13 7 2016, 18:00 — 00:00",15,Ice fog.,29,27,1003,16,230,84
true,"Thu, 14 Jul",14 Jul,1468454400000,00:00,"Thursday, 14 7 2016, 00:00 — 06:00",15,Ice fog.,28,27,1003,14,230,89
,,,1468476000000,06:00,"Thursday, 14 7 2016, 06:00 — 12:00",33,Light snow. Partly sunny.,30,28,1004,17,220,86
,,,1468497600000,12:00,"Thursday, 14 7 2016, 12:00 — 18:00",18,Rain. Mostly cloudy.,28,26,1004,17,240,92
,,,1468519200000,18:00,"Thursday, 14 7 2016, 18:00 — 00:00",17,Sunny.,26,26,1005,9,140,94
true,"Fri, 15 Jul",15 Jul,1468540800000,00:00,"Friday, 15 7 2016, 00:00 — 06:00",17,Sunny.,27,26,1004,9,160,92
,,,1468562400000,06:00,"Friday, 15 7 2016, 06:00 — 12:00",9,Clear.,29,26,1006,14,240,89
,,,1468584000000,12:00,"Friday, 15 7 2016, 12:00 — 18:00",6,Clear.,30,29,1004,18,240,81
,,,1468605600000,18:00,"Friday, 15 7 2016, 18:00 — 00:00",15,Ice fog.,30,28,1005,15,240,84
true,"Sat, 16 Jul",16 Jul,1468627200000,00:00,"Saturday, 16 7 2016, 00:00 — 06:00",15,Ice fog.,28,28,1005,12,210,84
,,,1468648800000,06:00,"Saturday, 16 7 2016, 06:00 — 12:00",6,Clear.,30,28,1006,18,210,81
,,,1468670400000,12:00,"Saturday, 16 7 2016, 12:00 — 18:00",33,Drizzle. Partly sunny.,30,27,1005,18,230,82
,,,1468692000000,18:00,"Saturday, 16 7 2016, 18:00 — 00:00",15,Ice fog.,29,27,1006,15,220,86
true,"Sun, 17 Jul",17 Jul,1468713600000,00:00,"Sunday, 17 7 2016, 00:00 — 06:00",15,Ice fog.,27,26,1006,10,180,92
,,,1468735200000,06:00,"Sunday, 17 7 2016, 06:00 — 12:00",18,Rain. Fog.,29,26,1008,10,160,93
,,,1468756800000,12:00,"Sunday, 17 7 2016, 12:00 — 18:00",6,Clear.,30,28,1007,17,240,79
,,,1468778400000,18:00,"Sunday, 17 7 2016, 18:00 — 00:00",15,Ice fog.,28,27,1008,15,220,85
true,"Mon, 18 Jul",18 Jul,1468800000000,00:00,"Monday, 18 7 2016, 00:00 — 06:00",15,Ice fog.,27,25,1008,10,190,92
,,,1468821600000,06:00,"Monday, 18 7 2016, 06:00 — 12:00",6,Clear.,29,26,1009,17,240,87
,,,1468843200000,12:00,"Monday, 18 7 2016, 12:00 — 18:00",6,Clear.,29,26,1008,18,240,86
,,,1468864800000,18:00,"Monday, 18 7 2016, 18:00 — 00:00",34,Snow. Overcast.,28,26,1008,13,240,85
