hl,hls,hlsh,date,ts,ds,icon,desc,temp,templow,baro,wind,wd,hum
true,"Fri, 1 Jan",1 Jan,1451606400000,00:00,"Friday, 1 1 2016, 00:00 — 06:00",13,Passing clouds.,27,24,1015,2,120,43
,,,1451628000000,06:00,"Friday, 1 1 2016, 06:00 — 12:00",1,Thunderstorms. Low clouds.,34,24,1017,8,80,38
,,,1451649600000,12:00,"Friday, 1 1 2016, 12:00 — 18:00",1,Thunderstorms. Low clouds.,35,31,1016,13,280,25
,,,1451671200000,18:00,"Friday, 1 1 2016, 18:00 — 00:00",13,Light rain. Partly sunny.,31,27,1017,6,0,33
true,"Sat, 2 Jan",2 Jan,1451692800000,00:00,"Saturday, 2 1 2016, 00:00 — 06:00",13,Cool.,27,23,1017,3,170,47
,,,1451714400000,06:00,"Saturday, 2 1 2016, 06:00 — 12:00",1,Light rain. Partly sunny.,32,23,1018,6,140,42
,,,1451736000000,12:00,"Saturday, 2 1 2016, 12:00 — 18:00",2,Light snow. Ice fog.,33,30,1017,12,240,28
,,,1451757600000,18:00,"Saturday, 2 1 2016, 18:00 — 00:00",14,Snow showers. Ice fog.,30,25,1017,4,240,45
true,"Sun, 3 Jan",3 Jan,1451779200000,00:00,"Sunday, 3 1 2016, 00:00 — 06:00",14,Fog.,25,22,1016,3,140,56
,,,1451800800000,06:00,"Sunday, 3 1 2016, 06:00 — 12:00",2,Drizzle. Overcast.,31,22,1017,3,240,47
,,,1451822400000,12:00,"Sunday, 3 1 2016, 12:00 — 18:00",2,Snow showers. Ice fog.,32,28,1014,15,250,36
,,,1451844000000,18:00,"Sunday, 3 1 2016, 18:00 — 00:00",14,Snow showers. Ice fog.,28,24,1015,5,310,54
true,"Mon, 4 Jan",4 Jan,1451865600000,00:00,"Monday, 4 1 2016, 00:00 — 06:00",14,Partly sunny.,24,22,1015,1,20,59
,,,1451887200000,06:00,"Monday, 4 1 2016, 06:00 — 12:00",1,Light rain. Partly sunny.,32,23,1017,6,180,40
,,,1451908800000,12:00,"Monday, 4 1 2016, 12:00 — 18:00",1,Passing clouds.,34,29,1015,12,280,32
,,,1451930400000,18:00,"Monday, 4 1 2016, 18:00 — 00:00",14,Light snow. Ice fog.,30,26,1016,8,340,38
true,"Tue, 5 Jan",5 Jan,1451952000000,00:00,"Tuesday, 5 1 2016, 00:00 — 06:00",13,Cool.,26,23,1015,1,130,50
,,,1451973600000,06:00,"Tuesday, 5 1 2016, 06:00 — 12:00",1,Light rain. Partly sunny.,31,23,1016,5,60,41
,,,1451995200000,12:00,"Tuesday, 5 1 2016, 12:00 — 18:00",1,Light rain. Partly sunny.,32,29,1013,13,280,34
,,,1452016800000,18:00,"Tuesday, 5 1 2016, 18:00 — 00:00",13,Light rain. Partly sunny.,29,27,1014,7,110,38
true,"Wed, 6 Jan",6 Jan,1452038400000,00:00,"Wednesday, 6 1 2016, 00:00 — 06:00",13,Cool.,27,23,1014,3,90,52
,,,1452060000000,06:00,"Wednesday, 6 1 2016, 06:00 — 12:00",1,Light rain. Partly sunny.,32,23,1016,4,290,46
,,,1452081600000,12:00,"Wednesday, 6 1 2016, 12:00 — 18:00",1,Light rain. Partly sunny.,33,29,1013,11,270,33
,,,1452103200000,18:00,"Wednesday, 6 1 2016, 18:00 — 00:00",13,Passing clouds.,29,26,1014,4,310,47
