bday,st,delay,et,eday
12 3 2016  1060     05 11:00   13 3,,,,
13 3 2016  1061      0 10:52   14 3,,,,
14 3 2016  1060     10 11:05   15 3,,,,
15 3 2016  1060     15 11:10   16 3,,,,
16 3 2016  1060      0 10:50   17 3,,,,
17 3 2016  1060     05 11:00   18 3,,,,
18 3 2016  1060     05 11:00   19 3,,,,
19 3 2016  1060     15 11:10   20 3,,,,
20 3 2016  1060     15 11:10   21 3,,,,
21 3 2016  1060     15 11:10   22 3,,,,
22 3 2016  1060     50 11:45   23 3,,,,
23 3 2016  1060     15 11:10   24 3,,,,
24 3 2016  1060     10 11:05   25 3,,,,
25 3 2016  1060     10 11:05   26 3,,,,
26 3 2016  1060      0 10:50   27 3,,,,
27 3 2016  1060     10 11:05   28 3,,,,
28 3 2016  1060     10 11:05   29 3,,,,
29 3 2016  1060     10 11:05   30 3,,,,
30 3 2016  1060     10 11:05   31 3,,,,
31 3 2016  1060     15 11:10   01 4,,,,
01 4 2016  1068     05 11:00   02 4,,,,
02 4 2016  1060      0 10:55   03 4,,,,
03 4 2016  1060     10 11:05   04 4,,,,
04 4 2016  1060     15 11:10   05 4,,,,
05 4 2016  1060     15 11:10   06 4,,,,
06 4 2016  1060      0 10:55   07 4,,,,
07 4 2016  1060     15 11:10   08 4,,,,
08 4 2016  1060     15 11:10   09 4,,,,
09 4 2016  1060     05 11:00   10 4,,,,
10 4 2016  1060     10 11:05   11 4,,,,
11 4 2016  1060     15 11:10   12 4,,,,
12 4 2016  1060      0 10:45   13 4,,,,
13 4 2016  1060     15 11:10   14 4,,,,
14 4 2016  1060      0 10:55   15 4,,,,
15 4 2016  1060     10 11:05   16 4,,,,
16 4 2016  1060      0 10:55   18 4,,,,
17 4 2016  1060     15 11:10   18 4,,,,
18 4 2016  1060      0 10:55   19 4,,,,
19 4 2016  1060     05 11:00   20 4,,,,
20 4 2016  1060      0 10:55   21 4,,,,
21 4 2016  1060     15 11:10   22 4,,,,
22 4 2016  1060      0 10:50   23 4,,,,
23 4 2016  1060      0 10:50   24 4,,,,
24 4 2016  1060     05 11:00   25 4,,,,
25 4 2016  1060      0 10:50   26 4,,,,
26 4 2016  1060     15 11:10   27 4,,,,
27 4 2016  1060     05 11:00   28 4,,,,
28 4 2016  1060      0 10:55   29 4,,,,
29 4 2016  1060     14 11:09   30 4,,,,
30 4 2016  1060     50 11:45   01 5,,,,
01 5 2016  1060      0 10:50   02 5,,,,
02 5 2016  1060     15 11:10   03 5,,,,
03 5 2016  1060     05 11:00   04 5,,,,
04 5 2016  1060     05 11:00   05 5,,,,
05 5 2016  1060     10 11:05   06 5,,,,
06 5 2016  1060     15 11:10   07 5,,,,
07 5 2016  1060     15 11:10   08 5,,,,
08 5 2016  1060     15 11:10   10 5,,,,
09 5 2016  1060     15 11:10   10 5,,,,
10 5 2016  1060     05 11:00   11 5,,,,
11 5 2016  1060     10 11:05   12 5,,,,
12 5 2016  1060     10 11:05   13 5,,,,
13 5 2016  1060     10 11:05   14 5,,,,
14 5 2016  1060     05 11:00   15 5,,,,
15 5 2016  1060     15 11:10   16 5,,,,
16 5 2016  1060     15 11:10   17 5,,,,
17 5 2016  1060     15 11:10   18 5,,,,
18 5 2016  1060     10 11:05   19 5,,,,
19 5 2016  1060     15 11:10   20 5,,,,
20 5 2016  1060     14 11:09   21 5,,,,
21 5 2016  1060      0 10:50   22 5,,,,
22 5 2016  1060     15 11:10   23 5,,,,
23 5 2016  1060     55 11:50   24 5,,,,
24 5 2016  1060     10 11:05   25 5,,,,
25 5 2016  1060     15 11:10   26 5,,,,
26 5 2016  1060     15 11:10   27 5,,,,
27 5 2016  1060     15 11:10   28 5,,,,
28 5 2016  1060      0 10:45   29 5,,,,
29 5 2016  1060     10 11:05   30 5,,,,
30 5 2016  1060     14 11:09   31 5,,,,
31 5 2016  1060      0 10:55   01 6,,,,
01 6 2016  1060      0 10:55   02 6,,,,
02 6 2016  1060      0 10:55   03 6,,,,
03 6 2016  1060     15 11:10   04 6,,,,
04 6 2016  1060      0 10:50   05 6,,,,
05 6 2016  1060      0 10:45   06 6,,,,
06 6 2016  1060      0 10:50   07 6,,,,
07 6 2016  1060     10 11:05   08 6,,,,
08 6 2016  1060      0 10:50   09 6,,,,
09 6 2016  1060      0 10:55   10 6,,,,
10 6 2016  1060     10 11:05   11 6,,,,
11 6 2016  1060      0 10:50   12 6,,,,
12 6 2016  1060      0 10:50   13 6,,,,
13 6 2016  1060      0 10:35   14 6,,,,
14 6 2016  1060      0 10:30   15 6,,,,
15 6 2016  1060     10 11:05   16 6,,,,
16 6 2016  1060      0 10:55   17 6,,,,
18 6 2016  1060      0 10:50   19 6,,,,
19 6 2016  1060     05 11:00   20 6,,,,
20 6 2016  1060     90 12:25   21 6,,,,
21 6 2016  1060      0 10:50   22 6,,,,
22 6 2016  1060     15 11:10   23 6,,,,
23 6 2016  1060     12 11:07   25 6,,,,
24 6 2016  1060      0 10:48   25 6,,,,
25 6 2016  1060      0 10:45   26 6,,,,
26 6 2016  1060     50 11:45   27 6,,,,
27 6 2016  1060     14 11:09   29 6,,,,
28 6 2016  1060    120 12:55   29 6,,,,
29 6 2016  1060     15 11:10   30 6,,,,
30 6 2016  1075     15 11:10   03 7,,,,
01 7 2016  1060     15 11:10   02 7,,,,
02 7 2016  1060      0 10:54   03 7,,,,
03 7 2016  1060     15 11:10   04 7,,,,
04 7 2016  1170    235 02:50   05 7,,,,
05 7 2016  1060      0 10:55   06 7,,,,
06 7 2016  1060      0 10:55   07 7,,,,
07 7 2016  1060      0 10:45   08 7,,,,
08 7 2016  1060      0 10:50   09 7,,,,
09 7 2016  1060      0 10:45   10 7,,,,
10 7 2016  1060     05 11:00   11 7,,,,
11 7 2016  1060      0 10:45   12 7,,,,
13 7 2016  1060     15 11:10   14 7,,,,
14 7 2016  1060      0 10:50   15 7,,,,
15 7 2016  1060    105 12:40   18 7,,,,
16 7 2016  1060    149 01:24   17 7,,,,
17 7 2016  1060     14 11:09   18 7,,,,
18 7 2016  1060     45 11:40   19 7,,,,
19 7 2016  1060      0 10:50   20 7,,,,
20 7 2016  1077     15 11:10   23 7,,,,
21 7 2016  1060      0 10:50   22 7,,,,
22 7 2016  1060      0 10:40   23 7,,,,
23 7 2016  1060     15 11:10   24 7,,,,
24 7 2016  1060      0 10:53   25 7,,,,
25 7 2016  1060      0 10:45   26 7,,,,
26 7 2016  1060     15 11:10   27 7,,,,
27 7 2016  1060     15 11:10   28 7,,,,
28 7 2016  1060      0 10:55   29 7,,,,
29 7 2016  1060     15 11:10   30 7,,,,
30 7 2016  1060     05 11:00   31 7,,,,
31 7 2016  1060      0 10:45   01 8,,,,
02 8 2016  1120     32 11:27   03 8,,,,
03 8 2016  1060     15 11:10   04 8,,,,
04 8 2016  1060      0 10:50   05 8,,,,
05 8 2016  1060      0 10:55   06 8,,,,
06 8 2016  1060      0 10:48   07 8,,,,
07 8 2016  1060      0 10:55   08 8,,,,
08 8 2016  1060      0 10:55   09 8,,,,
09 8 2016  1060      0 10:45   10 8,,,,
10 8 2016  1060     10 11:05   11 8,,,,
11 8 2016  1060     10 11:05   12 8,,,,
12 8 2016  1060     10 11:05   13 8,,,,
13 8 2016  1060     05 11:00   14 8,,,,
14 8 2016  1060     15 11:10   15 8,,,,
15 8 2016  1060      0 10:45   16 8,,,,
16 8 2016  1060     05 11:00   17 8,,,,
17 8 2016  1060     15 11:10   18 8,,,,
18 8 2016  1060     14 11:09   19 8,,,,
19 8 2016  1060     14 11:09   20 8,,,,
20 8 2016  1060      0 10:50   21 8,,,,
21 8 2016  1060     15 11:10   22 8,,,,
22 8 2016  1060      0 10:45   24 8,,,,
23 8 2016  1060     15 11:10   24 8,,,,
24 8 2016  1060      0 10:50   25 8,,,,
25 8 2016  1060     05 11:00   26 8,,,,
26 8 2016  1060     10 11:05   27 8,,,,
27 8 2016  1060     05 11:00   28 8,,,,
28 8 2016  1060      0 10:45   29 8,,,,
29 8 2016  1060      0 10:55   30 8,,,,
30 8 2016  1060     15 11:10   31 8,,,,
31 8 2016  1060     15 11:10   01 9,,,,
01 9 2016  1060     25 11:20   02 9,,,,
02 9 2016  1060      0 10:55   04 9,,,,
03 9 2016  1060      0 10:35   04 9,,,,
04 9 2016  1060      0 10:50   05 9,,,,
05 9 2016  1060      0 10:50   06 9,,,,
07 9 2016  1060      0 10:45   08 9,,,,
08 9 2016  1060      0 10:55   09 9,,,,
09 9 2016  1060     15 11:10   10 9,,,,
10 9 2016  1060     40 11:35   11 9,,,,
11 9 2016  1060     15 11:10   12 9,,,,
12 9 2016  1060      0 10:55   13 9,,,,
13 9 2016  1060     15 11:10   14 9,,,,
15 9 2016  1060      0 10:45   16 9,,,,
16 9 2016  1060      0 10:50   17 9,,,,
17 9 2016  1060      0 10:50   18 9,,,,
18 9 2016  1060      0 10:55   19 9,,,,
19 9 2016  1060      0 10:55   20 9,,,,
20 9 2016  1060      0 10:50   21 9,,,,
21 9 2016  1060     05 11:00   22 9,,,,
22 9 2016  1060     15 11:10   23 9,,,,
23 9 2016  1060      0 10:55   24 9,,,,
24 9 2016  1060     05 11:00   25 9,,,,
25 9 2016  1060     15 11:10   26 9,,,,
26 9 2016  1060     15 11:10   27 9,,,,
27 9 2016  1060     10 11:05   28 9,,,,
28 9 2016  1060      0 10:55   29 9,,,,
29 9 2016  1060     15 11:10   30 9,,,,
30 9 2016  1060      0 10:50   01 10,,,,
01 10 2016  1060     15 11:10   02 10,,,,
02 10 2016  1060     10 11:05   03 10,,,,
03 10 2016  1060      0 10:50   04 10,,,,
04 10 2016  1060      0 10:50   05 10,,,,
05 10 2016  1060     10 11:05   06 10,,,,
06 10 2016  1060     15 11:10   07 10,,,,
07 10 2016  1060     15 11:10   10 10,,,,
08 10 2016  1060      0 10:50   09 10,,,,
10 10 2016  1060      0 10:50   11 10,,,,
11 10 2016  1060      0 10:40   12 10,,,,
12 10 2016  1060     05 11:00   13 10,,,,
13 10 2016  1060      0 10:45   14 10,,,,
14 10 2016  1060      0 10:45   15 10,,,,
15 10 2016  1060     15 11:10   16 10,,,,
16 10 2016  1060     15 11:10   17 10,,,,
17 10 2016  1060     15 11:10   18 10,,,,
18 10 2016  1060      0 10:45   19 10,,,,
19 10 2016  1060      0 10:55   20 10,,,,
20 10 2016  1060     15 11:10   21 10,,,,
21 10 2016  1060     15 11:10   22 10,,,,
22 10 2016  1060     05 11:00   24 10,,,,
23 10 2016  1060      0 10:47   24 10,,,,
24 10 2016  1060     10 11:05   25 10,,,,
25 10 2016  1060     15 11:10   26 10,,,,
26 10 2016  1060     15 11:10   27 10,,,,
27 10 2016  1060      0 10:55   28 10,,,,
28 10 2016  1060     10 11:05   29 10,,,,
29 10 2016  1060      0 10:40   30 10,,,,
30 10 2016  1060      0 10:55   31 10,,,,
31 10 2016  1060      0 10:55   01 11,,,,
01 11 2016  1060      0 10:53   02 11,,,,
02 11 2016  1060      0 10:55   03 11,,,,
03 11 2016  1060     10 11:05   04 11,,,,
04 11 2016  1060     15 11:10   05 11,,,,
05 11 2016  1060     15 11:10   06 11,,,,
06 11 2016  1060     15 11:10   07 11,,,,
08 11 2016  1060     15 11:10   09 11,,,,
09 11 2016  1060     15 11:10   10 11,,,,
10 11 2016  1060     15 11:10   12 11,,,,
11 11 2016  1060     15 11:10   12 11,,,,
12 11 2016  1060      0 10:55   13 11,,,,
13 11 2016  1060     14 11:09   14 11,,,,
14 11 2016  1060      0 10:50   15 11,,,,
17 11 2016  1060     15 11:10   18 11,,,,
18 11 2016  1060     14 11:09   19 11,,,,
19 11 2016  1060     05 11:00   20 11,,,,
20 11 2016  1060     15 11:10   21 11,,,,
21 11 2016  1060      0 10:50   22 11,,,,
22 11 2016  1060      0 10:46   23 11,,,,
23 11 2016  1060     35 11:30   24 11,,,,
24 11 2016  1060     05 11:00   25 11,,,,
26 11 2016  1060      0 10:55   28 11,,,,
27 11 2016  1060     10 11:05   30 11,,,,
28 11 2016  1060     10 11:05   30 11,,,,
29 11 2016  1060    180 01:55   01 12,,,,
30 11 2016  1060    160 01:35   01 12,,,,
01 12 2016  1060    235 02:50   02 12,,,,
02 12 2016  1060     48 11:43   03 12,,,,
03 12 2016  1060     15 11:10   04 12,,,,
04 12 2016  1060      0 10:55   05 12,,,,
05 12 2016  1060     15 11:10   06 12,,,,
06 12 2016  1060    145 01:20   07 12,,,,
07 12 2016  1060    175 01:50   08 12,,,,
08 12 2016  1060    134 01:09   09 12,,,,
09 12 2016  1060    130 01:05   10 12,,,,
10 12 2016  1060     25 11:20   12 12,,,,
11 12 2016  1060     15 11:10   12 12,,,,
12 12 2016  1060     15 11:10   14 12,,,,
13 12 2016  1060     15 11:10   14 12,,,,
14 12 2016  1060     15 11:10   15 12,,,,
15 12 2016  1060     14 11:09   16 12,,,,
16 12 2016  1060     15 11:10   17 12,,,,
17 12 2016  1060     15 11:10   20 12,,,,
18 12 2016  1060     08 11:03   19 12,,,,
19 12 2016  1060     15 11:10   20 12,,,,
20 12 2016  1060     15 11:10   21 12,,,,
21 12 2016  1060     15 11:10   22 12,,,,
22 12 2016  1060      0 10:45   23 12,,,,
23 12 2016  1060     66 12:01   24 12,,,,
24 12 2016  1060     10 11:05   25 12,,,,
25 12 2016  1060     05 11:00   26 12,,,,
26 12 2016  1060      0 10:45   27 12,,,,
27 12 2016  1060     10 11:05   28 12,,,,
28 12 2016  1060     80 12:15   29 12,,,,
29 12 2016  1060    155 01:30   30 12,,,,
30 12 2016  1060    120 12:55   31 12,,,,
31 12 2016  1060     93 12:28   01 1,,,,
